"","country","year","Wbcode","region","oecd","guerilla","overall.conflict","riots","strikes","demos","assassinations","internet","computers","radios","tvs","newspapers","mdi","landlines","mobiles"
"35267","France",1987,"FRA","Europe & Central Asia ","OECD",0,250,0,1,0,0,NA,NA,0.8776,0.39485,0.2,49.0816666666667,0.47424,NA
"35085","France",1988,"FRA","Europe & Central Asia ","OECD",0,250,0,1,0,0,NA,NA,0.8822,0.39824,0.203,49.448,0.47649,NA
"35204","France",1989,"FRA","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,NA,0.8849,0.39982,0.206,49.6906666666667,0.47875,0.00334
"35106","France",1990,"FRA","Europe & Central Asia ","OECD",0,875,1,0,2,1,NA,0.0706,0.8893,0.40258,0.208,49.996,0.02913,0.00274
"35022","France",1991,"FRA","Europe & Central Asia ","OECD",0,2187,2,1,3,3,NA,0.0739,0.892,0.43516,0.2096,51.2253333333333,0.02903,0.00422
"35309","France",1992,"FRA","Europe & Central Asia ","OECD",0,625,0,1,3,0,NA,0.1087,0.8946,0.47049,0.2113,52.5463333333333,0.02893,0.00649
"35316","France",1993,"FRA","Europe & Central Asia ","OECD",0,250,0,0,2,0,NA,0.1171,0.8972,0.50872,0.2129,53.9606666666667,0.02883,0.00999
"35806","France",1994,"FRA","Europe & Central Asia ","OECD",0,1750,3,0,4,1,NA,0.1358,0.8998,0.54981,0.2146,55.4736666666667,0.54413,0.01537
"35939","France",1995,"FRA","Europe & Central Asia ","OECD",0,2250,2,3,7,0,NA,0.1475,0.9025,0.59444,0.2163,57.108,0.54829,0.02393
"35953","France",1996,"FRA","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,0.1626,0.9512,0.59672,0.218,58.864,0.55248,0.04735
"35904","France",1997,"FRA","Europe & Central Asia ","OECD",0,250,0,0,2,0,NA,0.1944,0.9532,0.59984,0.2197,59.0913333333333,0.55671,0.09371
"35757","France",1998,"FRA","Europe & Central Asia ","OECD",0,375,0,0,3,0,NA,0.2322,0.9521,0.60105,0.2214,59.1516666666667,0.55922,0.32184
"35666","France",1999,"FRA","Europe & Central Asia ","OECD",0,125,0,0,1,0,0.091767,0.268,0.9535,0.62373,0.2232,60.0143333333333,0.56427,0.36627
"35750","France",2000,"FRA","Europe & Central Asia ","OECD",0,125,0,0,1,0,0.144327,0.3043,NA,0.62824,0.1421,NA,0.5669,0.49329
"35575","France",2001,"FRA","Europe & Central Asia ","OECD",0,0,0,0,0,0,0.264462,0.3379,NA,0.63357,0.157,NA,0.57036,0.60691
"35673","France",2002,"FRA","Europe & Central Asia ","OECD",0,562,0,1,0,1,0.313616,0.3469,NA,0.63675,0.1613,NA,0.57197,0.64655
"35561","France",2003,"FRA","Europe & Central Asia ","OECD",0,875,0,3,1,0,0.363951,0.4155,NA,0.63982,0.1613,NA,0.56359,0.69303
"35477","France",2004,"FRA","Europe & Central Asia ","OECD",0,1187,1,3,1,0,0.391159,0.4945,NA,NA,0.1641,NA,0.5555,0.73418
"35379","France",2005,"FRA","Europe & Central Asia ","OECD",0,1062,3,0,1,0,0.427567,0.5721,NA,NA,NA,NA,0.551,0.78608
"35596","France",2006,"FRA","Europe & Central Asia ","OECD",0,625,0,0,5,0,0.467497,0.6501,NA,NA,NA,NA,0.55088,0.83959
"35603","France",2007,"FRA","Europe & Central Asia ","OECD",0,937,3,0,0,0,0.658758,NA,NA,NA,NA,NA,0.55721,0.89409
"35701","France",2008,"FRA","Europe & Central Asia ","OECD",0,0,0,0,0,0,0.703804,NA,NA,NA,NA,NA,0.56179,0.93052
"35232","France",2009,"FRA","Europe & Central Asia ","OECD",0,625,0,2,1,0,0.712416,NA,NA,NA,NA,NA,0.56514,0.95148
"35239","France",2010,"FRA","Europe & Central Asia ","OECD",0,1062,1,1,4,0,0.827101,NA,NA,NA,NA,NA,0.55891,1.0035
"35337","France",2011,"FRA","Europe & Central Asia ","OECD",0,1,0,0,1,0,0.826201,NA,NA,NA,NA,NA,NA,1.04749
"35344","France",2012,"FRA","Europe & Central Asia ","OECD",0,562,1,0,2,0,0.857227,NA,NA,NA,NA,NA,NA,NA
"35351","France",2013,"FRA","Europe & Central Asia ","OECD",1,5438,9,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA
"36387","Gabon",1960,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0333,NA,NA,NA,0.00288,NA
"36506","Gabon",1961,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0364,0.00048,NA,NA,0.00306,NA
"36541","Gabon",1962,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0392,0.00092,NA,NA,0.00336,NA
"36478","Gabon",1963,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0418,0.00134,NA,NA,0.00377,NA
"36233","Gabon",1964,"GAB","Sub-Saharan Africa ","Non-OECD",0,2562,1,0,3,0,NA,NA,0.0455,0.00156,NA,NA,0.0039,NA
"36247","Gabon",1965,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0452,0.0015,NA,NA,0.00477,NA
"36184","Gabon",1966,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0486,0.00145,NA,NA,0.00474,NA
"36198","Gabon",1967,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0588,0.00141,NA,NA,0.00482,NA
"36366","Gabon",1968,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0564,0.00135,NA,NA,0.00485,NA
"36240","Gabon",1969,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0542,0.0013,NA,NA,0.00651,NA
"36380","Gabon",1970,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0648,0.00125,NA,NA,0.00732,NA
"36450","Gabon",1971,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0715,0.00258,NA,NA,0.00836,NA
"36394","Gabon",1972,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0778,0.00381,NA,NA,0.00933,NA
"36373","Gabon",1973,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0864,0.00507,NA,NA,0.01056,NA
"36485","Gabon",1974,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0863,0.00629,NA,NA,0.01053,NA
"36296","Gabon",1975,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0862,0.00749,0.005,3.28966666666667,0.01049,NA
"36303","Gabon",1976,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0861,0.00787,0.0065,3.349,0.01046,NA
"36408","Gabon",1977,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0869,0.008,0.0085,3.44666666666667,0.01043,NA
"36331","Gabon",1978,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0867,0.00813,0.0111,3.531,0.01038,NA
"36254","Gabon",1979,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0892,0.01,0.0145,3.79,0.01035,NA
"36289","Gabon",1980,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0925,0.01181,0.019,4.11033333333333,0.01031,NA
"36282","Gabon",1981,"GAB","Sub-Saharan Africa ","Non-OECD",0,250,0,0,2,0,NA,NA,0.0958,0.01358,0.0192,4.286,0.01027,NA
"36443","Gabon",1982,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0989,0.01531,0.0194,4.45366666666667,0.01032,NA
"36520","Gabon",1983,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1019,0.01699,0.0196,4.61633333333333,0.01028,NA
"36527","Gabon",1984,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1057,0.01763,0.0198,4.771,0.01158,NA
"36338","Gabon",1985,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1094,0.01824,0.02,4.92133333333333,0.01227,NA
"36436","Gabon",1986,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1143,0.02071,0.0202,5.17366666666667,0.01317,NA
"36352","Gabon",1987,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1192,0.024,0.0204,5.45333333333333,0.01407,NA
"36422","Gabon",1988,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1248,0.02729,0.0206,5.75633333333333,0.01513,NA
"36415","Gabon",1989,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1305,0.0314,0.0208,6.09,0.01619,NA
"36345","Gabon",1990,"GAB","Sub-Saharan Africa ","Non-OECD",0,1625,4,0,3,0,NA,NA,0.1362,0.0355,0.021,6.42333333333333,0.01734,0.00033
"36191","Gabon",1991,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.141,0.0363,0.022,6.64333333333333,0.02145,0.00057
"36499","Gabon",1992,"GAB","Sub-Saharan Africa ","Non-OECD",0,2000,0,0,1,0,NA,NA,0.1422,0.03718,0.024,6.77933333333333,0.02263,0.00088
"36492","Gabon",1993,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,8e-04,0.1467,0.0387,0.025,7.01333333333333,0.02419,0.00137
"36401","Gabon",1994,"GAB","Sub-Saharan Africa ","Non-OECD",0,250,0,1,0,0,NA,0.0024,0.152,0.03942,0.026,7.24733333333333,0.02542,0.00209
"36275","Gabon",1995,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0048,0.1565,0.04093,0.028,7.51433333333333,0.02664,0.00321
"36513","Gabon",1996,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0056,0.1609,0.0032,0.03,6.47,0.02802,0.00392
"36429","Gabon",1997,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0064,0.1662,0.00319,0.031,6.67966666666667,0.02941,0.00479
"36464","Gabon",1998,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.008,0.1714,0.00318,0.033,6.91933333333333,0.03086,0.00582
"36534","Gabon",1999,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.002387,0.0088,0.1774,0.00318,0.034,7.15266666666667,0.03023,0.00708
"36457","Gabon",2000,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.011905,0.0095,NA,0.00317,NA,NA,0.03095,0.09523
"36471","Gabon",2001,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.01346,0.0119,NA,0.00319,NA,NA,0.03072,0.22114
"36317","Gabon",2002,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.019747,0.0197,NA,0.00321,NA,NA,0.03064,0.22867
"36268","Gabon",2003,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.027581,0.0236,NA,0.00323,NA,NA,0.03049,0.2364
"36310","Gabon",2004,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.029347,0.0293,NA,NA,NA,NA,0.02839,0.35906
"36324","Gabon",2005,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.050075,0.0336,NA,NA,NA,NA,0.02922,0.48751
"36261","Gabon",2006,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.056041,0.0342,NA,NA,NA,NA,0.02656,0.55655
"36226","Gabon",2007,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.058156,NA,NA,NA,NA,NA,0.02588,0.82907
"36219","Gabon",2008,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.062155,NA,NA,NA,NA,NA,0.0252,0.89779
"36170","Gabon",2009,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.067119,NA,NA,NA,NA,NA,0.0183,0.93084
"36177","Gabon",2010,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.074617,NA,NA,NA,NA,NA,0.01998,1.07261
"36212","Gabon",2011,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.083279,NA,NA,NA,NA,NA,NA,1.1757
"36359","Gabon",2012,"GAB","Sub-Saharan Africa ","Non-OECD",0,438,1,0,1,0,0.089942,NA,NA,NA,NA,NA,NA,NA
"36205","Gabon",2013,"GAB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"38746","Gambia",1965,"GMB","Sub-Saharan Africa ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.0934,NA,0,NA,0.00276,NA
"38795","Gambia",1966,"GMB","Sub-Saharan Africa ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,0,NA,0.00273,NA
"38704","Gambia",1967,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.125,NA,0,NA,0.00208,NA
"38753","Gambia",1968,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1239,NA,0,NA,0.00289,NA
"38886","Gambia",1969,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0696,NA,0,NA,0.00409,NA
"38830","Gambia",1970,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1014,NA,0,NA,0.00405,NA
"38879","Gambia",1971,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1207,NA,0,NA,0.00402,NA
"38837","Gambia",1972,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1197,NA,0,NA,0.00399,NA
"38809","Gambia",1973,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1188,NA,0,NA,0.00396,NA
"38844","Gambia",1974,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1176,NA,0,NA,0.00431,NA
"38956","Gambia",1975,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1145,NA,0,NA,0.00477,NA
"38991","Gambia",1976,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1133,NA,0,NA,0.0052,NA
"38865","Gambia",1977,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1139,NA,0,NA,0.00506,NA
"38725","Gambia",1978,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1109,NA,0,NA,0.00545,NA
"38774","Gambia",1979,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1094,NA,0,NA,0.00598,NA
"38788","Gambia",1980,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1081,NA,0,NA,0.00632,NA
"38739","Gambia",1981,"GMB","Sub-Saharan Africa ","Non-OECD",0,2125,0,0,0,0,NA,NA,0.1049,NA,0,NA,0.00651,NA
"38858","Gambia",1982,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1033,NA,0,NA,0.00683,NA
"38914","Gambia",1983,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1453,NA,0.005,NA,0.00712,NA
"38893","Gambia",1984,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1424,NA,0.0055,NA,0.0074,NA
"38802","Gambia",1985,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1409,NA,0.006,NA,0.00765,NA
"38760","Gambia",1986,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1443,NA,0.0048,NA,0.00798,NA
"38970","Gambia",1987,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1486,3e-05,0.0039,5.08433333333333,0.00842,NA
"39026","Gambia",1988,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1523,7e-05,0.0031,5.18233333333333,0.0088,NA
"38921","Gambia",1989,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1567,0.00012,0.0025,5.31066666666667,0.00915,NA
"38872","Gambia",1990,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1604,NA,0.002,NA,0.00659,NA
"39019","Gambia",1991,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1626,0.00038,0.0017,5.48933333333333,0.01055,1e-04
"38984","Gambia",1992,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1632,0.00066,0.0015,5.512,0.01419,2e-04
"38949","Gambia",1993,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1618,0.00116,0.0013,5.47533333333333,0.01541,0.00028
"38767","Gambia",1994,"GMB","Sub-Saharan Africa ","Non-OECD",0,1875,0,0,0,0,NA,NA,0.164,0.00206,0.0011,5.572,0.01649,0.00046
"39005","Gambia",1995,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,9e-04,0.166,0.00364,0.001,5.688,0.0176,0.00072
"38851","Gambia",1996,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0018,0.1677,0.00372,9e-04,5.744,0.01881,0.00124
"38718","Gambia",1997,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0026,0.1692,0.00387,8e-04,5.79566666666667,0.02012,0.00189
"38711","Gambia",1998,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,0.0034,0.1705,0.00423,7e-04,5.84766666666667,0.02151,0.00285
"38963","Gambia",1999,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.007359,0.0082,0.1725,0.00462,7e-04,5.92733333333333,0.02387,0.00433
"38823","Gambia",2000,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.009547,0.0119,NA,0.00397,NA,NA,0.02649,0.00445
"38942","Gambia",2001,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.013932,0.0132,NA,NA,NA,NA,0.0277,0.03328
"39033","Gambia",2002,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.018825,0.0143,NA,NA,NA,NA,0.02891,0.0753
"38732","Gambia",2003,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.025641,0.0154,NA,NA,NA,NA,0.03076,0.10937
"38928","Gambia",2004,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.034531,0.0162,NA,NA,NA,NA,0.0303,0.12332
"39012","Gambia",2005,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.039295,0.0169,NA,NA,NA,NA,0.02981,0.16768
"38935","Gambia",2006,"GMB","Sub-Saharan Africa ","Non-OECD",0,1875,0,0,0,0,0.05342,0.0202,NA,NA,NA,NA,0.03446,0.26338
"38977","Gambia",2007,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.062657,0.0357,NA,NA,NA,NA,0.03051,0.5015
"39040","Gambia",2008,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.068675,NA,NA,NA,NA,NA,0.02945,0.70246
"38998","Gambia",2009,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.076246,NA,NA,NA,NA,NA,0.02815,0.77008
"38900","Gambia",2010,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.088292,NA,NA,NA,NA,NA,0.02798,0.84408
"38781","Gambia",2011,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.105466,NA,NA,NA,NA,NA,NA,0.88176
"38907","Gambia",2012,"GMB","Sub-Saharan Africa ","Non-OECD",0,250,0,0,0,0,0.121035,NA,NA,NA,NA,NA,NA,NA
"38816","Gambia",2013,"GMB","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"37969","Georgia",1991,"GEO","Europe & Central Asia ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.5672,0.00447,NA,NA,0.09595,NA
"37885","Georgia",1992,"GEO","Europe & Central Asia ","Non-OECD",0,6500,1,0,0,1,NA,NA,0.5756,0.00462,NA,NA,0.09949,NA
"37906","Georgia",1993,"GEO","Europe & Central Asia ","Non-OECD",0,4000,0,0,0,0,NA,NA,0.5842,0.00477,NA,NA,0.10319,NA
"37871","Georgia",1994,"GEO","Europe & Central Asia ","Non-OECD",0,4062,0,0,0,1,NA,NA,0.5928,0.00494,NA,NA,0.10701,NA
"37962","Georgia",1995,"GEO","Europe & Central Asia ","Non-OECD",0,2500,0,0,0,2,NA,NA,0.6017,0.0051,NA,NA,0.11099,4e-05
"37920","Georgia",1996,"GEO","Europe & Central Asia ","Non-OECD",0,1875,0,0,0,0,NA,NA,0.6106,0.00519,NA,NA,0.11511,0.00046
"37878","Georgia",1997,"GEO","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.6207,0.00528,NA,NA,0.12672,0.00616
"37990","Georgia",1998,"GEO","Europe & Central Asia ","Non-OECD",0,4062,0,0,0,1,NA,NA,0.6309,0.00537,NA,NA,0.1375,0.01147
"37976","Georgia",1999,"GEO","Europe & Central Asia ","Non-OECD",0,3750,0,0,0,0,0.004219,0.0211,0.6413,0.00546,0.0091,21.862,0.14919,0.02132
"37997","Georgia",2000,"GEO","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.004916,0.0239,NA,0.00555,0.0054,NA,0.16189,0.03964
"37955","Georgia",2001,"GEO","Europe & Central Asia ","Non-OECD",1,3375,0,0,0,0,0.005414,0.031,NA,0.00565,NA,NA,0.18787,0.06388
"37941","Georgia",2002,"GEO","Europe & Central Asia ","Non-OECD",0,1875,0,0,0,0,0.016027,0.034,NA,0.00571,0.0035,NA,0.16589,0.10981
"37899","Georgia",2003,"GEO","Europe & Central Asia ","Non-OECD",1,3812,1,0,1,0,0.033805,0.0386,NA,0.0059,0.0026,NA,0.14984,0.15974
"37948","Georgia",2004,"GEO","Europe & Central Asia ","Non-OECD",2,6812,1,0,0,0,0.040722,0.0444,NA,NA,0.0039,NA,0.15807,0.19449
"38004","Georgia",2005,"GEO","Europe & Central Asia ","Non-OECD",0,2437,1,0,0,0,0.061591,0.0477,NA,NA,NA,NA,0.12959,0.26688
"38011","Georgia",2006,"GEO","Europe & Central Asia ","Non-OECD",0,1875,0,0,0,0,0.075489,NA,NA,NA,NA,NA,0.12576,0.38742
"38018","Georgia",2007,"GEO","Europe & Central Asia ","Non-OECD",0,2562,1,0,1,0,0.081967,0.0542,NA,NA,NA,NA,0.12661,0.59191
"37983","Georgia",2008,"GEO","Europe & Central Asia ","Non-OECD",0,250,0,0,0,0,0.234004,NA,NA,NA,NA,NA,0.14122,0.62959
"37927","Georgia",2009,"GEO","Europe & Central Asia ","Non-OECD",0,1000,0,0,4,0,0.29633,NA,NA,NA,NA,NA,0.14132,0.64668
"37913","Georgia",2010,"GEO","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.272351,NA,NA,NA,NA,NA,0.13574,0.90495
"37864","Georgia",2011,"GEO","Europe & Central Asia ","Non-OECD",0,6,1,0,2,0,0.374293,NA,NA,NA,NA,NA,NA,1.01072
"37892","Georgia",2012,"GEO","Europe & Central Asia ","Non-OECD",0,375,0,0,1,0,0.469771,NA,NA,NA,NA,NA,NA,NA
"37934","Georgia",2013,"GEO","Europe & Central Asia ","Non-OECD",0,875,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"348","German DR",1949,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.2182,NA,0.068,NA,0.03811,NA
"349","German DR",1950,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.2235,NA,0.078,NA,0.04048,NA
"350","German DR",1951,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.234,NA,0.088,NA,0.04371,NA
"351","German DR",1952,"","Other","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.2448,NA,0.098,NA,0.04701,NA
"352","German DR",1953,"","Other","Non-OECD",0,1812,3,0,1,0,NA,NA,0.2563,NA,0.108,NA,0.05039,NA
"353","German DR",1954,"","Other","Non-OECD",1,1750,0,0,0,0,NA,NA,0.2731,0.00034,0.118,13.048,0.05484,NA
"354","German DR",1955,"","Other","Non-OECD",0,250,0,0,2,0,NA,NA,0.2915,0.00438,0.1856,16.0493333333333,0.05957,NA
"355","German DR",1956,"","Other","Non-OECD",0,312,1,0,0,0,NA,NA,0.3116,0.00899,0.2532,19.1263333333333,0.06459,NA
"356","German DR",1957,"","Other","Non-OECD",0,250,0,0,0,0,NA,NA,0.3248,0.01357,0.3208,21.9723333333333,0.0682,NA
"357","German DR",1958,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.3388,0.02917,0.3884,25.2123333333333,0.07186,NA
"358","German DR",1959,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.353,0.05479,0.456,28.793,0.07625,NA
"359","German DR",1960,"","Other","Non-OECD",0,250,0,0,0,0,NA,NA,0.368,0.09634,0.4501,30.4813333333333,0.08042,NA
"360","German DR",1961,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.3822,0.11196,0.4443,31.282,0.08506,NA
"361","German DR",1962,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.3964,0.12982,0.4385,32.1573333333333,0.08949,NA
"362","German DR",1963,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.4088,0.14992,0.4326,33.044,0.09415,NA
"363","German DR",1964,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.401,0.16458,0.4268,33.0793333333333,0.09345,NA
"364","German DR",1965,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.4142,0.19019,0.421,34.1796666666667,0.09746,NA
"365","German DR",1966,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.4279,0.21979,0.429,35.8896666666667,0.10104,NA
"366","German DR",1967,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.4426,0.25429,0.437,37.7963333333333,0.10423,NA
"367","German DR",1968,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.4578,0.29455,0.445,39.9116666666667,0.11101,NA
"1308","German DR",1969,"","Other","Non-OECD",0,125,0,0,1,0,NA,NA,0.4742,0.34118,0.44,41.846,0.11628,NA
"1309","German DR",1970,"","Other","Non-OECD",0,250,0,0,0,0,NA,NA,0.4912,0.39566,0.435,44.062,0.12245,NA
"1310","German DR",1971,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.4941,0.40762,0.43,44.3906666666667,0.1269,NA
"1311","German DR",1972,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,0.4992,0.42129,0.425,44.8496666666667,0.13124,NA
